	year	Area	Country	Genus	Species
Amphisbaena_barbouri	1962	Caribbean	Cuba	Amphisbaena	barbouri
Sphaerodactylus_parvus	1962	Caribbean	Haiti	Sphaerodactylus	parvus
Anolis_etheridgei	1962	Caribbean	Hispanola	Anolis	etheridgei
Anolis_barahonae	1962	Caribbean	Hispanola	Anolis	barahonae
Anolis_dolichocephalus	1963	Caribbean	Hispanola	Anolis	dolichocephalus
Anolis_whitemani	1963	Caribbean	Hispanola	Anolis	whitemani
Anolis_smallwoodi	1964	Caribbean	Cuba	Anolis	smallwoodi
Anolis_baracoae	1964	Caribbean	Cuba	Anolis	baracoae
Amphisbaena_schmidti	1964	Caribbean	Hispanola	Amphisbaena	schmidti
Typhlops_capitulatus	1964	Caribbean	Hispanola	Typhlops	capitulatus
Arrhyton_landoi	1965	Caribbean	Cuba	Arrhyton	landoi
Leptotyphlops_pyrites	1965	Caribbean	Hispaniola	Leptotyphlops	pyrites
Amphisbaena_hyporissor	1965	Caribbean	Hispanola	Amphisbaena	hyporissor
Anolis_singularis	1965	Caribbean	Hispanola	Anolis	singularis
Typhlops_syntherus	1965	Caribbean	Hispanola	Typhlops	syntherus
Anolis_occultus	1965	Caribbean	Puerto_Rico	Anolis	occultus
Typhlops_catapontus	1966	Caribbean	Virgin_Islands	Typhlops	catapontus
Ameiva_leberi	1966	Caribbean	Hispanola	Ameiva	leberi
Arrhyton_polylepis	1966	Caribbean	Jamaica	Arrhyton	polylepis
Typhlops_monastus	1966	Caribbean	Monserrat	Typhlops	monastus
Amphisbaena_xera	1966	Caribbean	Puerto_Rico	Amphisbaena	xera
Cnemidophorus_vanzoi	1966	Caribbean	St_Lucia	Cnemidophorus	vanzoi
Anolis_paternus	1967	Caribbean	Cuba	Anolis	paternus
Anolis_jubar	1968	Caribbean	Cuba	Anolis	jubar
Sphaerodactylus_darlingtoni	1968	Caribbean	Dominican_Republic	Sphaerodactylus	darlingtoni
Anolis_insolitus	1969	Caribbean	Hispanola	Anolis	insolitus
Anolis_cupeyalensis	1970	Caribbean	Cuba	Anolis	cupeyalensis
Anolis_centralis	1970	Caribbean	Cuba	Anolis	centralis
Celestus_agasepsoides	1971	Caribbean	Hispanola	Celestus	agasepsoides
Anolis_rejectus	1972	Caribbean	Cuba	Anolis	rejectus
Anolis_vanidicus	1972	Caribbean	Cuba	Anolis	vanidicus
Anolis_pogus	1972	Caribbean	St_Martin	Anolis	pogus
Sphaerodactylus_leucaster	1973	Caribbean	Dominican_Republic	Sphaerodactylus	leucaster
Anolis_fowleri	1973	Caribbean	Hispanola	Anolis	fowleri
Typhlops_hectus	1974	Caribbean	Hispaniola	Typhlops	hectus
Anolis_sheplani	1974	Caribbean	Hispanola	Anolis	sheplani
Anolis_marcanoi	1975	Caribbean	Hispanola	Anolis	marcanoi
Sphaerodactylus_semasiops	1975	Caribbean	Jamaica	Sphaerodactylus	semasiops
Sphaerodactylus_thompsoni	1976	Caribbean	Dominican_Republic	Sphaerodactylus	thompsoni
Anolis_alumina	1976	Caribbean	Hispanola	Anolis	alumina
Anolis_desechensis	1976	Caribbean	Puerto_Rico	Anolis	desechensis
Sphaerodactylus_cryphius	1977	Caribbean	Dominican_Republic	Sphaerodactylus	cryphius
Sphaerodactylus_ocoae	1977	Caribbean	Dominican_Republic	Sphaerodactylus	ocoae
Anolis_eugenegrahami	1978	Caribbean	Hispanola	Anolis	eugenegrahami
Anolis_strahmi	1979	Caribbean	Hispanola	Anolis	strahmi
Anolis_websteri	1980	Caribbean	Hispanola	Anolis	websteri
Anolis_marron	1980	Caribbean	Hispanola	Anolis	marron
Arrhyton_tanyplectum	1981	Caribbean	Cuba	Arrhyton	tanyplectum
Anolis_barbatus	1982	Caribbean	Cuba	Anolis	barbatus
Anolis_ernestwilliamsi	1983	Caribbean	British_virgin_islands	Anolis	ernestwilliamsi
Anolis_guazuma	1984	Caribbean	Cuba	Anolis	guazuma
Leptotyphlops_asbolepis	1985	Caribbean	Hispaniola	Leptotyphlops	asbolepis
Leptotyphlops_leptipilepta	1985	Caribbean	Hispaniola	Leptotyphlops	leptipilepta
Ctenosaura_oedirhina	1987	Caribbean	Honduras	Ctenosaura	oedirhina
Anolis_pumilus	1988	Caribbean	Cuba	Anolis	pumilus
Anolis_inexpectatus	1989	Caribbean	Cuba	Anolis	inexpectatus
Anolis_placidus	1989	Caribbean	Hispanola	Anolis	placidus
Typhlops_titanops	1989	Caribbean	Hispanola	Typhlops	titanops
Typhlops_schwartzi	1989	Caribbean	Hispanola	Typhlops	schwartzi
Anolis_guafe	1991	Caribbean	Cuba	Anolis	guafe
Anolis_confusus	1991	Caribbean	Cuba	Anolis	confusus
Typhlops_hypomethes	1991	Caribbean	Puerto_Rico	Typhlops	hypomethes
Anolis_guamuhaya	1991	Caribbean	Trinidad	Anolis	guamuhaya
Ameiva_corax	1992	Caribbean	Anguilla	Ameiva	corax
Sphaerodactylus_schwartzi	1992	Caribbean	Cuba	Sphaerodactylus	schwartzi
Sphaerodactylus_cricoderus	1992	Caribbean	Cuba	Sphaerodactylus	cricoderus
Anolis_alfaroi	1992	Caribbean	Cuba	Anolis	alfaroi
Anolis_macilentus	1992	Caribbean	Cuba	Anolis	macilentus
Arrhyton_supernum	1992	Caribbean	Cuba	Arrhyton	supernum
Arrhyton_procerum	1992	Caribbean	Cuba	Arrhyton	procerum
Sphaerodactylus_richardi	1993	Caribbean	Cuba	Sphaerodactylus	richardi
Anolis_purpurgularis	1993	Caribbean	Honduras	Anolis	purpurgularis
Sphaerodactylus_kirbyi	1994	Caribbean	Grenada	Sphaerodactylus	kirbyi
Ctenosaura_flavidorsalis	1994	Caribbean	Honduras	Ctenosaura	flavidorsalis
Anolis_alayoni	1995	Caribbean	Cuba	Anolis	alayoni
Anolis_utilensis	1996	Caribbean	Honduras	Anolis	utilensis
Anolis_bicaorum	1996	Caribbean	Honduras	Anolis	bicaorum
Anolis_garridoi	1996	Caribbean	Trinidad	Anolis	garridoi
Ctenosaura_melanosterna	1997	Caribbean	Honduras	Ctenosaura	melanosterna
Amphisbaena_carlgansi	1998	Caribbean	Cuba	Amphisbaena	carlgansi
Anolis_rubribarbaris	1999	Caribbean	Honduras	Anolis	rubribarbaris
Anolis_oporinus	2001	Caribbean	Cuba	Anolis	oporinus
Anolis_ocelloscapularis	2001	Caribbean	Honduras	Anolis	ocelloscapularis
Anolis_zeus	2001	Caribbean	Honduras	Anolis	zeus
Gonatodes_daudini	2005	Caribbean	Union_Island	Gonatodes	daudini
Amphisbaena_leali	2006	Caribbean	Hispanola	Amphisbaena	leali
Typhlops_arator	2007	Caribbean	Cuba	Typhlops	arator
Typhlops_contorhinus	2007	Caribbean	Cuba	Typhlops	contorhinus
Typhlops_anchaurus	2007	Caribbean	Cuba	Typhlops	anchaurus
Typhlops_notorachius	2007	Caribbean	Cuba	Typhlops	notorachius
Typhlops_anousius	2007	Caribbean	Cuba	Typhlops	anousius
Typhlops_agoralionis	2007	Caribbean	Hispaniola	Typhlops	agoralionis
Typhlops_eperopeus	2007	Caribbean	Hispanola	Typhlops	eperopeus
Typhlops_sylleptor	2007	Caribbean	Hispanola	Typhlops	sylleptor
Leptotyphlops_carlae	2008	Caribbean	Barbados	Leptotyphlops	carlae
Leptotyphlops_breuili	2008	Caribbean	St_Lucia	Leptotyphlops	breuili
Agama_castroviejoi	2011	Caribbean	Mauritania	Agama	castroviejoi
Tantilla_melanocephala	1758	Central_America	Central_America	Tantilla	melanocephala
Spilotes_pullatus	1758	Central_America	Central_America	Spilotes	pullatus
Chironius_exoletus	1758	Central_America	Central_America	Chironius	exoletus
Sibon_nebulatus	1758	Central_America	Central_America	Sibon	nebulatus
Phrynosoma_orbiculare	1758	Central_America	Mexico	Phrynosoma	orbiculare
Oxyrhopus_petola	1758	Central_America	Mexico	Oxyrhopus	petola
Sceloporus_dugesii	1773	Central_America	Mexico	Sceloporus	dugesii
Bipes_canaliculatus	1789	Central_America	Mexico	Bipes	canaliculatus
Lampropeltis_triangulum	1789	Central_America	Mexico	Lampropeltis	triangulum
Crotalus_simus	1801	Central_America	Mexico	Crotalus	simus
Ctenosaura_acanthura	1802	Central_America	Mexico	Ctenosaura	acanthura
Corytophanes_cristatus	1820	Central_America	Central_America	Corytophanes	cristatus
Crotaphytus_collaris	1823	Central_America	Mexico	Crotaphytus	collaris
Phrynosoma_cornutum	1824	Central_America	Mexico	Phrynosoma	cornutum
Phrynosoma_coronatum	1824	Central_America	Mexico	Phrynosoma	coronatum
Oxybelis_aeneus	1824	Central_America	Mexico	Oxybelis	aeneus
Drymarchon_corais	1827	Central_America	Mexico	Drymarchon	corais
Gerrhonotus_liocephalus	1828	Central_America	Mexico	Gerrhonotus	liocephalus
Barisia_imbricata	1828	Central_America	Mexico	Barisia	imbricata
Barisia_rudicollis	1828	Central_America	Mexico	Barisia	rudicollis
Phrynosoma_douglassii	1828	Central_America	Mexico	Phrynosoma	douglassii
Sceloporus_aeneus	1828	Central_America	Mexico	Sceloporus	aeneus
Sceloporus_torquatus	1828	Central_America	Mexico	Sceloporus	torquatus
Sceloporus_spinosus	1828	Central_America	Mexico	Sceloporus	spinosus
Basiliscus_vittatus	1828	Central_America	Mexico	Basiliscus	vittatus
Heloderma_horridum	1829	Central_America	Mexico	Heloderma	horridum
Crotalus_triseriatus	1830	Central_America	Mexico	Crotalus	triseriatus
Thamnophis_melanogaster	1830	Central_America	Mexico	Thamnophis	melanogaster
Ctenosaura_similis	1831	Central_America	Mexico	Ctenosaura	similis
Ctenosaura_pectinata	1834	Central_America	Guatemala	Ctenosaura	pectinata
Plestiodon_lynxe	1834	Central_America	Mexico	Plestiodon	lynxe
Ameiva_undulata	1834	Central_America	Mexico	Ameiva	undulata
Aspidoscelis_deppei	1834	Central_America	Mexico	Aspidoscelis	deppei
Aspidoscelis_guttatus	1834	Central_America	Mexico	Aspidoscelis	guttatus
Sceloporus_horridus	1834	Central_America	Mexico	Sceloporus	horridus
Sceloporus_formosus	1834	Central_America	Mexico	Sceloporus	formosus
Laemanctus_longipes	1834	Central_America	Mexico	Laemanctus	longipes
Anolis_biporcatus	1834	Central_America	Mexico	Anolis	biporcatus
Anolis_laeviventris	1834	Central_America	Mexico	Anolis	laeviventris
Thamnophis_eques	1834	Central_America	Mexico	Thamnophis	eques
Callisaurus_draconoides	1835	Central_America	Mexico	Callisaurus	draconoides
Anolis_sagrei	1837	Central_America	Mexico	Anolis	sagrei
Elgaria_kingii	1838	Central_America	Mexico	Elgaria	kingii
Phrynosoma_blainvillii	1839	Central_America	Mexico	Phrynosoma	blainvillii
Ctenosaura_quinquecarinata	1842	Central_America	Mexico	Ctenosaura	quinquecarinata
Coleonyx_elegans	1845	Central_America	Mexico	Coleonyx	elegans
Atropoides_nummifer	1845	Central_America	Mexico	Atropoides	nummifer
Lepidophyma_flavimaculatum	1851	Central_America	Mexico	Lepidophyma	flavimaculatum
Dipsosaurus_dorsalis	1852	Central_America	Mexico	Dipsosaurus	dorsalis
Uta_stansburiana	1852	Central_America	Mexico	Uta	stansburiana
Sceloporus_ochoterenae	1852	Central_America	Mexico	Sceloporus	ochoterenae
Sceloporus_clarkii	1852	Central_America	Mexico	Sceloporus	clarkii
Sceloporus_consobrinus	1853	Central_America	Mexico	Sceloporus	consobrinus
Crotalus_atrox	1853	Central_America	Mexico	Crotalus	atrox
Pituophis_deppei	1853	Central_America	Mexico	Pituophis	deppei
Lampropeltis_splendida	1853	Central_America	Mexico	Lampropeltis	splendida
Thamnophis_marcianus	1853	Central_America	Mexico	Thamnophis	marcianus
Micrurus_diastema	1854	Central_America	Guatemala	Micrurus	diastema
Scaphiodontophis_annulatus	1854	Central_America	Guatemala	Scaphiodontophis	annulatus
Salvadora_mexicana	1854	Central_America	Mexico	Salvadora	mexicana
Trimorphodon_biscutatus	1854	Central_America	Mexico	Trimorphodon	biscutatus
Stenorrhina_freminvillei	1854	Central_America	Mexico	Stenorrhina	freminvillei
Conophis_lineatus	1854	Central_America	Mexico	Conophis	lineatus
Corytophanes_percarinatus	1856	Central_America	Guatemala	Corytophanes	percarinatus
Xenosaurus_grandis	1856	Central_America	Mexico	Xenosaurus	grandis
Sauromalus_ater	1856	Central_America	Mexico	Sauromalus	ater
Urosaurus_bicarinatus	1856	Central_America	Mexico	Urosaurus	bicarinatus
Anolis_sericeus	1856	Central_America	Mexico	Anolis	sericeus
Ameiva_festiva	1856	Central_America	Panama	Ameiva	festiva
Liotyphlops_albirostris	1857	Central_America	Panama	Liotyphlops	albirostris
Conopsis_nasus	1858	Central_America	Mexico	Conopsis	nasus
Coniophanes_fissidens	1858	Central_America	Mexico	Coniophanes	fissidens
Bothriechis_nigroviridis	1859	Central_America	Costa_Rica	Bothriechis	nigroviridis
Hydromorphus_concolor	1859	Central_America	Costa_Rica	Hydromorphus	concolor
Plestiodon_tetragrammus	1859	Central_America	Mexico	Plestiodon	tetragrammus
Aspidoscelis_inornatus	1859	Central_America	Mexico	Aspidoscelis	inornatus
Gerrhonotus_infernalis	1859	Central_America	Mexico	Gerrhonotus	infernalis
Sceloporus_couchii	1859	Central_America	Mexico	Sceloporus	couchii
Sceloporus_ornatus	1859	Central_America	Mexico	Sceloporus	ornatus
Ophryacus_undulatus	1859	Central_America	Mexico	Ophryacus	undulatus
Leptodeira_septentrionalis	1859	Central_America	Mexico	Leptodeira	septentrionalis
Anolis_cupreus	1860	Central_America	Costa_Rica	Anolis	cupreus
Bothriechis_aurifer	1860	Central_America	Guatemala	Bothriechis	aurifer
Celestus_enneagrammus	1860	Central_America	Mexico	Celestus	enneagrammus
Micruroides_euryxanthus	1860	Central_America	Mexico	Micruroides	euryxanthus
Thamnophis_valida	1860	Central_America	Mexico	Thamnophis	valida
Thamnophis_cyrtopsis	1860	Central_America	Mexico	Thamnophis	cyrtopsis
Tantalophis_discolor	1860	Central_America	Mexico	Tantalophis	discolor
Hypsiglena_ochrorhyncha	1860	Central_America	Mexico	Hypsiglena	ochrorhyncha
Hypsiglena_torquata	1860	Central_America	Mexico	Hypsiglena	torquata
Loxocemus_bicolor	1861	Central_America	El_Salvador	Loxocemus	bicolor
Imantodes_gemmistratus	1861	Central_America	El_Salvador	Imantodes	gemmistratus
Gymnophthalmus_speciosus	1861	Central_America	Guatemala	Gymnophthalmus	speciosus
Pituophis_lineaticollis	1861	Central_America	Guatemala	Pituophis	lineaticollis
Lichanura_trivirgata	1861	Central_America	Mexico	Lichanura	trivirgata
Crotalus_scutulatus	1861	Central_America	Mexico	Crotalus	scutulatus
Sympholis_lippiens	1861	Central_America	Mexico	Sympholis	lippiens
Leptodeira_maculata	1861	Central_America	Mexico	Leptodeira	maculata
Tretanorhinus_nigroluteus	1861	Central_America	Mexico	Tretanorhinus	nigroluteus
Ameiva_quadrilineata	1861	Central_America	Nicaragua	Ameiva	quadrilineata
Anolis_lemurinus	1861	Central_America	Panama	Anolis	lemurinus
Anolis_lionotus	1861	Central_America	Panama	Anolis	lionotus
Bothriechis_lateralis	1862	Central_America	Costa_Rica	Bothriechis	lateralis
Adelphicos_quadrivirgatus	1862	Central_America	Mexico	Adelphicos	quadrivirgatus
Mabuya_unimarginata	1862	Central_America	Panama	Mabuya	unimarginata
Anolis_limifrons	1862	Central_America	Panama	Anolis	limifrons
Coleonyx_mitratus	1863	Central_America	Costa_Rica	Coleonyx	mitratus
Anolis_capito	1863	Central_America	Costa_Rica	Anolis	capito
Cerrophidion_godmani	1863	Central_America	Guatemala	Cerrophidion	godmani
Agkistrodon_bilineatus	1863	Central_America	Guatemala	Agkistrodon	bilineatus
Phyllodactylus_xanti	1863	Central_America	Mexico	Phyllodactylus	xanti
Ctenosaura_hemilopha	1863	Central_America	Mexico	Ctenosaura	hemilopha
Petrosaurus_thalassinus	1863	Central_America	Mexico	Petrosaurus	thalassinus
Sceloporus_zosteromus	1863	Central_America	Mexico	Sceloporus	zosteromus
Thamnophis_scaliger	1863	Central_America	Mexico	Thamnophis	scaliger
Tropidodipsas_sartorii	1863	Central_America	Mexico	Tropidodipsas	sartorii
Manolepis_putnami	1863	Central_America	Mexico	Manolepis	putnami
Anolis_intermedius	1863	Central_America	Panama	Anolis	intermedius
Anolis_humilis	1863	Central_America	Panama	Anolis	humilis
Sphenomorphus_assatus	1864	Central_America	El_Salvidor	Sphenomorphus	assatus
Anolis_crassulus	1864	Central_America	Guatemala	Anolis	crassulus
Phyllodactylus_unctus	1864	Central_America	Mexico	Phyllodactylus	unctus
Scincella_gemmingeri	1864	Central_America	Mexico	Scincella	gemmingeri
Aspidoscelis_hyperythrus	1864	Central_America	Mexico	Aspidoscelis	hyperythrus
Abronia_graminea	1864	Central_America	Mexico	Abronia	graminea
Phrynosoma_asio	1864	Central_America	Mexico	Phrynosoma	asio
Urosaurus_nigricaudus	1864	Central_America	Mexico	Urosaurus	nigricaudus
Sceloporus_utiformis	1864	Central_America	Mexico	Sceloporus	utiformis
Sceloporus_pyrocephalus	1864	Central_America	Mexico	Sceloporus	pyrocephalus
Sceloporus_malachiticus	1864	Central_America	Mexico	Sceloporus	malachiticus
Crotalus_basiliscus	1864	Central_America	Mexico	Crotalus	basiliscus
Pseudoficimia_frontalis	1864	Central_America	Mexico	Pseudoficimia	frontalis
Crotalus_intermedius	1865	Central_America	Mexico	Crotalus	intermedius
Crotalus_ravus	1865	Central_America	Mexico	Crotalus	ravus
Crotalus_polystictus	1865	Central_America	Mexico	Crotalus	polystictus
Senticolis_triaspis	1866	Central_America	Guatemala	Senticolis	triaspis
Sphaerodactylus_glaucus	1866	Central_America	Mexico	Sphaerodactylus	glaucus
Sceloporus_chrysostictus	1866	Central_America	Mexico	Sceloporus	chrysostictus
Thamnophis_sumichrasti	1866	Central_America	Mexico	Thamnophis	sumichrasti
Leptodeira_punctata	1866	Central_America	Mexico	Leptodeira	punctata
Plestiodon_sumichrasti	1867	Central_America	Mexico	Plestiodon	sumichrasti
Pseudelaphe_flavirufa	1867	Central_America	Mexico	Pseudelaphe	flavirufa
Mastigodryas_melanolomus	1868	Central_America	Costa_Rica	Mastigodryas	melanolomus
Anolis_ortonii	1868	Central_America	Guatemala	Anolis	ortonii
Porthidium_ophryomegas	1868	Central_America	Guatemala	Porthidium	ophryomegas
Porthidium_nasutum	1868	Central_America	Guatemala	Porthidium	nasutum
Bothriechis_bicolor	1868	Central_America	Guatemala	Bothriechis	bicolor
Leptodeira_nigrofasciata	1868	Central_America	Nicaragua	Leptodeira	nigrofasciata
Dipsas_articulata	1868	Central_America	Panama	Dipsas	articulata
Erythrolamprus_mimus	1868	Central_America	Panama	Erythrolamprus	mimus
Chironius_grandisquamis	1869	Central_America	Costa_Rica	Chironius	grandisquamis
Abronia_aurita	1869	Central_America	Guatemala	Abronia	aurita
Phrynosoma_braconnieri	1870	Central_America	Mexico	Phrynosoma	braconnieri
Sceloporus_siniferus	1870	Central_America	Mexico	Sceloporus	siniferus
Anolis_insignis	1871	Central_America	Costa_Rica	Anolis	insignis
Anolis_microtus	1871	Central_America	Costa_Rica	Anolis	microtus
Urosaurus_auriculatus	1871	Central_America	Mexico	Urosaurus	auriculatus
Nothopsis_rugosus	1871	Central_America	Panama	Nothopsis	rugosus
Trimetopon_gracile	1872	Central_America	Costa_Rica	Trimetopon	gracile
Mesaspis_moreletii	1872	Central_America	El_Salvador	Mesaspis	moreletii
Aristelliger_georgeensis	1873	Central_America	Belize	Aristelliger	georgeensis
Phrynosoma_taurus	1873	Central_America	Mexico	Phrynosoma	taurus
Sceloporus_smaragdinus	1873	Central_America	Mexico	Sceloporus	smaragdinus
Diploglossus_bilobatus	1874	Central_America	Costa_Rica	Diploglossus	bilobatus
Sceloporus_squamosus	1874	Central_America	Mexico	Sceloporus	squamosus
Enyalioides_heterolepis	1874	Central_America	Panama	Enyalioides	heterolepis
Anolis_polylepis	1874	Central_America	Panama	Anolis	polylepis
Rhadinaea_fulvivittis	1875	Central_America	Mexico	Rhadinaea	fulvivittis
Basiliscus_plumifrons	1876	Central_America	Costa_Rica	Basiliscus	plumifrons
Anolis_pachypus	1876	Central_America	Costa_Rica	Anolis	pachypus
Lachesis_stenophrys	1876	Central_America	Costa_Rica	Lachesis	stenophrys
Lepidophyma_smithii	1876	Central_America	Mexico	Lepidophyma	smithii
Sceloporus_melanorhinus	1876	Central_America	Mexico	Sceloporus	melanorhinus
Coloptychon_rhombifer	1876	Central_America	Panama	Coloptychon	rhombifer
Anolis_oxylophus	1876	Central_America	Panama	Anolis	oxylophus
Aspidoscelis_communis	1878	Central_America	Guatemala	Aspidoscelis	communis
Aspidoscelis_costatus	1878	Central_America	Mexico	Aspidoscelis	costatus
Aspidoscelis_lineattissimus	1878	Central_America	Mexico	Aspidoscelis	lineattissimus
Ungaliophis_continentalis	1880	Central_America	Guatamala	Ungaliophis	continentalis
Gambelia_copeii	1882	Central_America	Mexico	Gambelia	copeii
Plestiodon_dugesii	1883	Central_America	Mexico	Plestiodon	dugesii
Bothrops_asper	1883	Central_America	Panama	Bothrops	asper
Mesoscincus_schwartzei	1884	Central_America	Belize	Mesoscincus	schwartzei
Abronia_fimbriata	1884	Central_America	Guatemala	Abronia	fimbriata
Lampropeltis_mexicana	1884	Central_America	Mexico	Lampropeltis	mexicana
Anolis_tropidonotus	1885	Central_America	Costa_Rica	Anolis	tropidonotus
Anolis_uniformis	1885	Central_America	Guatemala	Anolis	uniformis
Anelytropsis_papillosus	1885	Central_America	Mexico	Anelytropsis	papillosus
Abronia_oaxacae	1885	Central_America	Mexico	Abronia	oaxacae
Sceloporus_mucronatus	1885	Central_America	Mexico	Sceloporus	mucronatus
Sceloporus_minor	1885	Central_America	Mexico	Sceloporus	minor
Sceloporus_taeniocnemis	1885	Central_America	Mexico	Sceloporus	taeniocnemis
Thamnophis_chrysocephalus	1885	Central_America	Mexico	Thamnophis	chrysocephalus
Leptodeira_frenata	1886	Central_America	Mexico	Leptodeira	frenata
Barisia_levicollis	1890	Central_America	Mexico	Barisia	levicollis
Gambelia_sila	1890	Central_America	Mexico	Gambelia	sila
Uta_palmeri	1890	Central_America	Mexico	Uta	palmeri
Urosaurus_clarionensis	1890	Central_America	Mexico	Urosaurus	clarionensis
Sceloporus_teapensis	1890	Central_America	Mexico	Sceloporus	teapensis
Sceloporus_jalapae	1890	Central_America	Mexico	Sceloporus	jalapae
Sauromalus_hispidus	1891	Central_America	Mexico	Sauromalus	hispidus
Crotalus_ruber	1892	Central_America	Mexico	Crotalus	ruber
Sphenomorphus_cherriei	1893	Central_America	Costa_Rica	Sphenomorphus	cherriei
Dendrophidion_percarinatus	1893	Central_America	Costa_Rica	Dendrophidion	percarinatus
Leptodeira_rubricata	1893	Central_America	Costa_Rica	Leptodeira	rubricata
Thamnophis_fulvus	1893	Central_America	Guatemala	Thamnophis	fulvus
Xantusia_henshawi	1893	Central_America	Mexico	Xantusia	henshawi
Phrynosoma_cerroense	1893	Central_America	Mexico	Phrynosoma	cerroense
Geophis_godmani	1894	Central_America	Costa_Rica	Geophis	godmani
Bipes_tridactylus	1894	Central_America	Mexico	Bipes	tridactylus
Bipes_biporus	1894	Central_America	Mexico	Bipes	biporus
Sceloporus_heterolepis	1894	Central_America	Mexico	Sceloporus	heterolepis
Sceloporus_bulleri	1894	Central_America	Mexico	Sceloporus	bulleri
Thamnophis_godmani	1894	Central_America	Mexico	Thamnophis	godmani
Pseudoleptodeira_latifasciata	1894	Central_America	Mexico	Pseudoleptodeira	latifasciata
Hypsiglena_affinis	1894	Central_America	Mexico	Hypsiglena	affinis
Plestiodon_lagunensis	1895	Central_America	Mexico	Plestiodon	lagunensis
Sceloporus_licki	1895	Central_America	Mexico	Sceloporus	licki
Leptodeira_splendida	1895	Central_America	Mexico	Leptodeira	splendida
Sceloporus_vandenburgianus	1896	Central_America	Mexico	Sceloporus	vandenburgianus
Imantodes_inornatus	1896	Central_America	Nicaragua	Imantodes	inornatus
Ctenosaura_palearis	1899	Central_America	Guatemala	Ctenosaura	palearis
Bogertophis_rosaliae	1899	Central_America	Mexico	Bogertophis	rosaliae
Lampropeltis_alterna	1901	Central_America	Mexico	Lampropeltis	alterna
Sceloporus_gadoviae	1905	Central_America	Mexico	Sceloporus	gadoviae
Anolis_boettgeri	1911	Central_America	Mexico	Anolis	boettgeri
Mesaspis_gadovii	1913	Central_America	Mexico	Mesaspis	gadovii
Lepidoblepharis_xanthostigma	1916	Central_America	Costa_Rica	Lepidoblepharis	xanthostigma
Sauromalus_varius	1919	Central_America	Mexico	Sauromalus	varius
Uta_squamata	1919	Central_America	Mexico	Uta	squamata
Sceloporus_angustus	1919	Central_America	Mexico	Sceloporus	angustus
Sceloporus_grandaevus	1919	Central_America	Mexico	Sceloporus	grandaevus
Sceloporus_lineatulus	1919	Central_America	Mexico	Sceloporus	lineatulus
Cerrophidion_barbouri	1919	Central_America	Mexico	Cerrophidion	barbouri
Aspidoscelis_ceralbensis	1921	Central_America	Mexico	Aspidoscelis	ceralbensis
Crotaphytus_insularis	1921	Central_America	Mexico	Crotaphytus	insularis
Uta_stejnegeri	1921	Central_America	Mexico	Uta	stejnegeri
Urosaurus_gadovi	1921	Central_America	Mexico	Urosaurus	gadovi
Sceloporus_nelsoni	1923	Central_America	Mexico	Sceloporus	nelsoni
Ophryacus_melanurus	1923	Central_America	Mexico	Ophryacus	melanurus
Leposoma_southi	1924	Central_America	Panama	Leposoma	southi
Sceloporus_cozumelae	1927	Central_America	Mexico	Sceloporus	cozumelae
Anolis_altae	1930	Central_America	Costa_Rica	Anolis	altae
Plestiodon_parviauriculatus	1933	Central_America	Mexico	Plestiodon	parviauriculatus
Plestiodon_copei	1933	Central_America	Mexico	Plestiodon	copei
Plestiodon_parvulus	1933	Central_America	Mexico	Plestiodon	parvulus
Plestiodon_ochoterenae	1933	Central_America	Mexico	Plestiodon	ochoterenae
Mesoscincus_managuae	1933	Central_America	Nicaragua	Mesoscincus	managuae
Elgaria_paucicarinata	1934	Central_America	Mexico	Elgaria	paucicarinata
Sceloporus_parvus	1934	Central_America	Mexico	Sceloporus	parvus
Sceloporus_maculosus	1934	Central_America	Mexico	Sceloporus	maculosus
Sceloporus_megalepidurus	1934	Central_America	Mexico	Sceloporus	megalepidurus
Phyllodactylus_lanei	1935	Central_America	Mexico	Phyllodactylus	lanei
Phyllodactylus_homolepidurus	1935	Central_America	Mexico	Phyllodactylus	homolepidurus
Phyllodactylus_delcampoi	1936	Central_America	Mexico	Phyllodactylus	delcampoi
Lepidophyma_gaigeae	1936	Central_America	Mexico	Lepidophyma	gaigeae
Sceloporus_carinatus	1936	Central_America	Mexico	Sceloporus	carinatus
Sceloporus_edwardtaylori	1936	Central_America	Mexico	Sceloporus	edwardtaylori
Crisantophis_nevermanni	1937	Central_America	Costa_Rica	Crisantophis	nevermanni
Sceloporus_smithi	1937	Central_America	Mexico	Sceloporus	smithi
Sceloporus_bicanthalis	1937	Central_America	Mexico	Sceloporus	bicanthalis
Sceloporus_goldmani	1937	Central_America	Mexico	Sceloporus	goldmani
Aspidoscelis_burti	1938	Central_America	Mexico	Aspidoscelis	burti
Sceloporus_cautus	1938	Central_America	Mexico	Sceloporus	cautus
Porthidium_dunni	1938	Central_America	Mexico	Porthidium	dunni
Atropoides_picadoi	1939	Central_America	Costa_Rica	Atropoides	picadoi
Lepidophyma_sylvaticum	1939	Central_America	Mexico	Lepidophyma	sylvaticum
Sceloporus_lundelli	1939	Central_America	Mexico	Sceloporus	lundelli
Anolis_woodi	1940	Central_America	Costa_Rica	Anolis	woodi
Anolis_kemptoni	1940	Central_America	Costa_Rica	Anolis	kemptoni
Anniella_geronimensis	1940	Central_America	Mexico	Anniella	geronimensis
Crotalus_totonacus	1940	Central_America	Mexico	Crotalus	totonacus
