	year	Area	Country	Genus	Species
Geophis_carinosus	1941	Central_America	Guatemala	Geophis	carinosus
Sauromalus_klauberi	1941	Central_America	Mexico	Sauromalus	klauberi
Porthidium_yucatanicum	1941	Central_America	Mexico	Porthidium	yucatanicum
Phyllodactylus_bordai	1942	Central_America	Mexico	Phyllodactylus	bordai
Lepidophyma_occulor	1942	Central_America	Mexico	Lepidophyma	occulor
Lepidophyma_dontomasi	1942	Central_America	Mexico	Lepidophyma	dontomasi
Lepidophyma_radula	1942	Central_America	Mexico	Lepidophyma	radula
Sceloporus_stejnegeri	1942	Central_America	Mexico	Sceloporus	stejnegeri
Conopsis_biserialis	1942	Central_America	Mexico	Conopsis	biserialis
Hypsiglena_slevini	1943	Central_America	Mexico	Hypsiglena	slevini
Crotalus_transversus	1944	Central_America	Mexico	Crotalus	transversus
Abronia_matudai	1946	Central_America	Mexico	Abronia	matudai
Uma_exsul	1947	Central_America	Mexico	Uma	exsul
Agkistrodon_taylori	1951	Central_America	Guatemala	Agkistrodon	taylori
Crotalus_aquilus	1952	Central_America	Mexico	Crotalus	aquilus
Crotalus_pusillus	1952	Central_America	Mexico	Crotalus	pusillus
Sceloporus_macdougalli	1953	Central_America	Mexico	Sceloporus	macdougalli
Crotalus_catalinensis	1954	Central_America	Mexico	Crotalus	catalinensis
Lepidophyma_reticulatum	1955	Central_America	Mexico	Lepidophyma	reticulatum
Lepidophyma_micropholis	1955	Central_America	Mexico	Lepidophyma	micropholis
Thamnophis_mendax	1955	Central_America	Mexico	Thamnophis	mendax
Anolis_aquaticus	1956	Central_America	Costa_Rica	Anolis	aquaticus
Lepidophyma_tuxtlae	1957	Central_America	Mexico	Lepidophyma	tuxtlae
Lepidophyma_pajapanensis	1957	Central_America	Mexico	Lepidophyma	pajapanensis
Uma_paraphygas	1959	Central_America	Mexico	Uma	paraphygas
Phyllodactylus_paucituberculatus	1960	Central_America	Mexico	Phyllodactylus	paucituberculatus
Phyllodactylus_duellmani	1960	Central_America	Mexico	Phyllodactylus	duellmani
Abronia_lythrochila	1963	Central_America	Mexico	Abronia	lythrochila
Cryophis_hallbergi	1963	Central_America	Mexico	Cryophis	hallbergi
Phyllodactylus_nocticolus	1964	Central_America	Mexico	Phyllodactylus	nocticolus
Phyllodactylus_davisi	1964	Central_America	Mexico	Phyllodactylus	davisi
Sceloporus_subpictus	1965	Central_America	Mexico	Sceloporus	subpictus
Atropoides_occiduus	1966	Central_America	Guatemala	Atropoides	occiduus
Phyllodactylus_bugastrolepis	1966	Central_America	Mexico	Phyllodactylus	bugastrolepis
Abronia_mixteca	1967	Central_America	Mexico	Abronia	mixteca
Sceloporus_insignis	1967	Central_America	Mexico	Sceloporus	insignis
Sceloporus_cryptus	1967	Central_America	Mexico	Sceloporus	cryptus
Anolis_chocorum	1967	Central_America	Panama	Anolis	chocorum
Xenosaurus_platyceps	1968	Central_America	Mexico	Xenosaurus	platyceps
Anolis_polyrhachis	1968	Central_America	Mexico	Anolis	polyrhachis
Exiliboa_placata	1968	Central_America	Mexico	Exiliboa	placata
Bothriechis_rowleyi	1968	Central_America	Mexico	Bothriechis	rowleyi
Adelophis_foxi	1968	Central_America	Mexico	Adelophis	foxi
Thamnophis_exsul	1969	Central_America	Mexico	Thamnophis	exsul
Xantusia_bolsonae	1970	Central_America	Mexico	Xantusia	bolsonae
Anolis_carpenteri	1971	Central_America	Panama	Anolis	carpenteri
Crotaphytus_vestigium	1972	Central_America	Mexico	Crotaphytus	vestigium
Lepidophyma_mayae	1973	Central_America	Mexico	Lepidophyma	mayae
Lepidophyma_lineri	1973	Central_America	Mexico	Lepidophyma	lineri
Sceloporus_samcolemani	1974	Central_America	Mexico	Sceloporus	samcolemani
Sceloporus_adleri	1974	Central_America	Mexico	Sceloporus	adleri
Lepidophyma_lipetzi	1977	Central_America	Mexico	Lepidophyma	lipetzi
Crotaphytus_nebrius	1977	Central_America	Mexico	Crotaphytus	nebrius
Urosaurus_lahtelai	1977	Central_America	Mexico	Urosaurus	lahtelai
Anolis_quercorum	1978	Central_America	Mexico	Anolis	quercorum
Anolis_isthmicus	1978	Central_America	Mexico	Anolis	isthmicus
Sceloporus_hunsakeri	1979	Central_America	Mexico	Sceloporus	hunsakeri
Abronia_chiszari	1981	Central_America	Mexico	Abronia	chiszari
Sceloporus_palaciosi	1983	Central_America	Mexico	Sceloporus	palaciosi
Abronia_ornelasi	1984	Central_America	Mexico	Abronia	ornelasi
Gerrhonotus_parvus	1985	Central_America	Mexico	Gerrhonotus	parvus
Atropoides_olmec	1985	Central_America	Mexico	Atropoides	olmec
Cerrophidion_tzotzilorum	1985	Central_America	Mexico	Cerrophidion	tzotzilorum
Anolis_casildae	1991	Central_America	Panama	Anolis	casildae
Sceloporus_chaneyi	1992	Central_America	Mexico	Sceloporus	chaneyi
Pseudoleptodeira_uribei	1992	Central_America	Mexico	Pseudoleptodeira	uribei
Abronia_anzuetoi	1993	Central_America	Guatemala	Abronia	anzuetoi
Abronia_campbelli	1993	Central_America	Guatemala	Abronia	campbelli
Crotaphytus_grismeri	1994	Central_America	Mexico	Crotaphytus	grismeri
Crotalus_tortugensis	1994	Central_America	Mexico	Crotalus	tortugensis
Crotaphytus_antiquus	1995	Central_America	Mexico	Crotaphytus	antiquus
Lepidophyma_lowei	1997	Central_America	Mexico	Lepidophyma	lowei
Abronia_frosti	1998	Central_America	Guatemala	Abronia	frosti
Cerrophidion_petlalcalensis	1999	Central_America	Mexico	Cerrophidion	petlalcalensis
Bothriechis_thalassinus	2000	Central_America	Guatemala	Bothriechis	thalassinus
Ctenosaura_oaxacana	2001	Central_America	Mexico	Ctenosaura	oaxacana
Barisia_herrerae	2002	Central_America	Mexico	Barisia	herrerae
Porthidium_porrasi	2003	Central_America	Costa_Rica	Porthidium	porrasi
Phrynosoma_wigginsi	2004	Central_America	Mexico	Phrynosoma	wigginsi
Crotalus_tancitarensis	2004	Central_America	Mexico	Crotalus	tancitarensis
Lampropeltis_webbi	2005	Central_America	Mexico	Lampropeltis	webbi
Lepidophyma_cuicateca	2008	Central_America	Mexico	Lepidophyma	cuicateca
Natrix_natrix	1758	Europe	Europe	Natrix	natrix
Laudakia_stellio	1758	Europe	Greece	Laudakia	stellio
Psammodromus_algirus	1758	Europe	Spain	Psammodromus	algirus
Vipera_aspis	1758	Europe	Spain	Vipera	aspis
Hemorrhois_hippocrepis	1758	Europe	Spain	Hemorrhois	hippocrepis
Lacerta_agilis	1758	Europe	Sweden	Lacerta	agilis
Anguis_fragilis	1758	Europe	Sweden	Anguis	fragilis
Vipera_berus	1758	Europe	Sweden	Vipera	berus
Hemidactylus_turcicus	1758	Europe	Turkey	Hemidactylus	turcicus
Vipera_ammodytes	1758	Europe	Turkey	Vipera	ammodytes
Zamenis_situla	1758	Europe	Turkey	Zamenis	situla
Lacerta_viridis	1768	Europe	Austria	Lacerta	viridis
Zamenis_longissimus	1768	Europe	Austria	Zamenis	longissimus
Coronella_austriaca	1768	Europe	Austria	Coronella	austriaca
Natrix_tessellata	1768	Europe	Croatia	Natrix	tessellata
Podarcis_muralis	1768	Europe	Italy	Podarcis	muralis
Hierophis_gemonensis	1768	Europe	Italy	Hierophis	gemonensis
Hierophis_viridiflavus	1789	Europe	France	Hierophis	viridiflavus
Elaphe_quatuorlineata	1790	Europe	France	Elaphe	quatuorlineata
Blanus_cinereus	1797	Europe	Portugal	Blanus	cinereus
Lacerta_bilineata	1802	Europe	Europe	Lacerta	bilineata
Timon_lepidus	1802	Europe	Spain	Timon	lepidus
Coronella_girondica	1803	Europe	France	Coronella	girondica
Podarcis_siculus	1810	Europe	France	Podarcis	siculus
Elaphe_sauromates	1811	Europe	Ukraine	Elaphe	sauromates
Podarcis_tauricus	1814	Europe	Ukraine	Podarcis	tauricus
Typhlops_vermicularis	1820	Europe	Greece	Typhlops	vermicularis
Rhinechis_scalaris	1822	Europe	France	Rhinechis	scalaris
Zootoca_vivipara	1823	Europe	Austria	Zootoca	vivipara
Psammodromus_hispanicus	1826	Europe	France	Psammodromus	hispanicus
Chalcides_striatus	1829	Europe	France	Chalcides	striatus
Teira_dugesii	1829	Europe	Portugal	Teira	dugesii
Telescopus_fallax	1831	Europe	Italy	Telescopus	fallax
Eirenis_collaris	1832	Europe	Georgia	Eirenis	collaris
Ophiomorus_punctatissimus	1833	Europe	Greece	Ophiomorus	punctatissimus
Ablepharus_kitaibelii	1833	Europe	Greece	Ablepharus	kitaibelii
Podarcis_peloponnesiacus	1833	Europe	Greece	Podarcis	peloponnesiacus
Algyroides_moreoticus	1833	Europe	Greece	Algyroides	moreoticus
Acanthodactylus_erythrurus	1833	Europe	Spain	Acanthodactylus	erythrurus
Algyroides_fitzingeri	1834	Europe	Corsica	Algyroides	fitzingeri
Vipera_ursinii	1835	Europe	Italy	Vipera	ursinii
Phoenicolacerta_laevis	1838	Europe	Turkey	Phoenicolacerta	laevis
Eirenis_modestus	1838	Europe	Turkey	Eirenis	modestus
Dalmatolacerta_oxycephala	1839	Europe	Croatia	Dalmatolacerta	oxycephala
Algyroides_nigropunctatus	1839	Europe	Italy	Algyroides	nigropunctatus
Euleptes_europaea	1839	Europe	Sardinia	Euleptes	europaea
Vipera_xanthina	1849	Europe	Turkey	Vipera	xanthina
Eirenis_coronelloides	1862	Europe	Turkey	Eirenis	coronelloides
Cyrtopodion_kotschyi	1870	Europe	Greece	Cyrtopodion	kotschyi
Podarcis_hispanicus	1870	Europe	Spain	Podarcis	hispanicus
Zamenis_hohenackeri	1873	Europe	Turkey	Zamenis	hohenackeri
Podarcis_lilfordi	1874	Europe	Spain	Podarcis	lilfordi
Podarcis_filfolensis	1876	Europe	Malta	Podarcis	filfolensis
Anatololacerta_danfordi	1876	Europe	Turkey	Anatololacerta	danfordi
Podarcis_melisellensis	1877	Europe	Greece	Podarcis	melisellensis
Darevskia_portschinskii	1878	Europe	Georga	Darevskia	portschinskii
Lacerta_schreiberi	1878	Europe	Portugal	Lacerta	schreiberi
Vipera_latastei	1878	Europe	Spain	Vipera	latastei
Vipera_seoanei	1879	Europe	Portugal	Vipera	seoanei
Chalcides_bedriagai	1880	Europe	Portugal	Chalcides	bedriagai
Podarcis_milensis	1882	Europe	Greece	Podarcis	milensis
Podarcis_pityusensis	1883	Europe	Ibiza	Podarcis	pityusensis
Blanus_strauchi	1884	Europe	Turkey	Blanus	strauchi
Archaeolacerta_bedriagae	1885	Europe	France	Archaeolacerta	bedriagae
Podarcis_bocagei	1885	Europe	Spain	Podarcis	bocagei
Dinarolacerta_mosorensis	1886	Europe	Croatia	Dinarolacerta	mosorensis
Lacerta_trilineata	1886	Europe	Greece	Lacerta	trilineata
Hellenolacerta_graeca	1886	Europe	Greece	Hellenolacerta	graeca
Darevskia_rudis	1886	Europe	Turkey	Darevskia	rudis
Parvilacerta_parva	1887	Europe	Turkey	Parvilacerta	parva
Vipera_raddei	1890	Europe	Turkey	Vipera	raddei
Zamenis_lineata	1891	Europe	Italy	Zamenis	lineata
Eirenis_punctatolineatus	1892	Europe	Armenia	Eirenis	punctatolineatus
Darevskia_valentini	1892	Europe	Turkey	Darevskia	valentini
Darevskia_raddei	1892	Europe	Turkey	Darevskia	raddei
Darevskia_derjugini	1898	Europe	Turkey	Darevskia	derjugini
Apathya_cappadocica	1902	Europe	Turkey	Apathya	cappadocica
Anatololacerta_anatolica	1902	Europe	Turkey	Anatololacerta	anatolica
Anatololacerta_oertzeni	1904	Europe	Greece	Anatololacerta	oertzeni
Iberolacerta_horvathi	1904	Europe	Spain	Iberolacerta	horvathi
Iberolacerta_monticola	1905	Europe	Spain	Iberolacerta	monticola
Darevskia_armeniaca	1909	Europe	Armenia	Darevskia	armeniaca
Darevskia_caucasica	1909	Europe	Chechnyia	Darevskia	caucasica
Darevskia_mixta	1909	Europe	Georga	Darevskia	mixta
Vipera_kaznakovi	1909	Europe	Georgia	Vipera	kaznakovi
Darevskia_brauneri	1909	Europe	Turkey	Darevskia	brauneri
Darevskia_parvula	1913	Europe	Georga	Darevskia	parvula
Vipera_dinniki	1913	Europe	Georgia	Vipera	dinniki
Podarcis_atrata	1916	Europe	Spain	Podarcis	atrata
Eirenis_aurolineatus	1919	Europe	Turkey	Eirenis	aurolineatus
Lacerta_media	1920	Europe	Georgia	Lacerta	media
Iberolacerta_bonnali	1927	Europe	France	Iberolacerta	bonnali
Podarcis_gaigeae	1930	Europe	Greece	Podarcis	gaigeae
Macrovipera_schweizeri	1935	Europe	Greece	Macrovipera	schweizeri
Darevskia_lindholmi	1936	Europe	Ukraine	Darevskia	lindholmi
Iberolacerta_cyreni	1937	Europe	Spain	Iberolacerta	cyreni
Podarcis_raffonei	1952	Europe	Italy	Podarcis	raffonei
Ablepharus_chernovi	1953	Europe	Armenia	Ablepharus	chernovi
Darevskia_rostombekovi	1957	Europe	Armenia	Darevskia	rostombekovi
Algyroides_marchi	1958	Europe	Spain	Algyroides	marchi
Lacerta_pamphylica	1975	Europe	Turkey	Lacerta	pamphylica
Darevskia_uzzelli	1977	Europe	Turkey	Darevskia	uzzelli
Darevskia_clarkorum	1977	Europe	Turkey	Darevskia	clarkorum
Eirenis_eiselti	1978	Europe	Turkey	Eirenis	eiselti
Podarcis_carbonelli	1981	Europe	Spain	Podarcis	carbonelli
Vipera_barani	1983	Europe	Turkey	Vipera	barani
Eirenis_barani	1988	Europe	Turkey	Eirenis	barani
Vipera_albizona	1990	Europe	Turkey	Vipera	albizona
Eirenis_thospitis	1990	Europe	Turkey	Eirenis	thospitis
Iberolacerta_aranica	1993	Europe	Spain	Iberolacerta	aranica
Eirenis_levantinus	1993	Europe	Turkey	Eirenis	levantinus
Iberolacerta_aurelioi	1994	Europe	Spain	Iberolacerta	aurelioi
Darevskia_bendimahiensis	1994	Europe	Turkey	Darevskia	bendimahiensis
Darevskia_sapphirina	1994	Europe	Turkey	Darevskia	sapphirina
Vipera_lotievi	1995	Europe	Georgia	Vipera	lotievi
Ablepharus_budaki	1996	Europe	Turkey	Ablepharus	budaki
Phoenicolacerta_cyanisparsa	1999	Europe	Syria	Phoenicolacerta	cyanisparsa
Iberolacerta_galani	2006	Europe	Spain	Iberolacerta	galani
Dinarolacerta_montenegrina	2007	Europe	Montenegro	Dinarolacerta	montenegrina
Python_molurus	1758	India	India	Python	molurus
Naja_naja	1758	India	India	Naja	naja
Ptyas_mucosa	1758	India	India	Ptyas	mucosa
Lycodon_aulicus	1758	India	India	Lycodon	aulicus
Amphiesma_stolatum	1758	India	India	Amphiesma	stolatum
Lyriocephalus_scutatus	1758	India	Sri_Lanka	Lyriocephalus	scutatus
Calotes_calotes	1758	India	Sri_Lanka	Calotes	calotes
Cylindrophis_maculatus	1758	India	Sri_Lanka	Cylindrophis	maculatus
Chamaeleo_zeylanicus	1768	India	Sri_Lanka	Chamaeleo	zeylanicus
Hypnale_nepa	1768	India	Sri_Lanka	Hypnale	nepa
Ahaetulla_nasuta	1790	India	Sri_Lanka	Ahaetulla	nasuta
Daboia_russelii	1797	India	India	Daboia	russelii
Lygosoma_punctata	1799	India	India	Lygosoma	punctata
Acrochordus_granulatus	1799	India	India	Acrochordus	granulatus
Gongylophis_conicus	1801	India	India	Gongylophis	conicus
Eryx_johnii	1801	India	India	Eryx	johnii
Echis_carinatus	1801	India	India	Echis	carinatus
Bungarus_fasciatus	1801	India	India	Bungarus	fasciatus
Bungarus_caeruleus	1801	India	India	Bungarus	caeruleus
Rhinophis_oxyrhynchus	1801	India	Sri_Lanka	Rhinophis	oxyrhynchus
Trimeresurus_trigonocephalus	1801	India	Sri_Lanka	Trimeresurus	trigonocephalus
Hemidactylus_triedrus	1802	India	India	Hemidactylus	triedrus
Varanus_bengalensis	1802	India	India	Varanus	bengalensis
Ramphotyphlops_braminus	1802	India	India	Ramphotyphlops	braminus
Trimeresurus_gramineus	1802	India	India	Trimeresurus	gramineus
Oligodon_arnensis	1802	India	India	Oligodon	arnensis
Calliophis_melanurus	1802	India	Sri_Lanka	Calliophis	melanurus
Hydrophis_cyanocinctus	1803	India	India	Hydrophis	cyanocinctus
Enhydrina_schistosa	1803	India	India	Enhydrina	schistosa
Dendrelaphis_tristis	1803	India	India	Dendrelaphis	tristis
Coelognathus_helena	1803	India	India	Coelognathus	helena
Atretium_schistosum	1803	India	India	Atretium	schistosum
Dryocalamus_nympha	1803	India	Sri_Lanka	Dryocalamus	nympha
Psammophis_condanarus	1820	India	India	Psammophis	condanarus
Hypnale_hypnale	1820	India	Sri_Lanka	Hypnale	hypnale
Dendrelaphis_schokari	1820	India	Sri_Lanka	Dendrelaphis	schokari
Cercaspis_carinatus	1820	India	Sri_Lanka	Cercaspis	carinatus
Eutropis_trivittata	1827	India	India	Eutropis	trivittata
Varanus_flavescens	1827	India	India	Varanus	flavescens
Laudakia_tuberculata	1827	India	India	Laudakia	tuberculata
Uropeltis_ceylanicus	1829	India	India	Uropeltis	ceylanicus
Rhinophis_homolepis	1829	India	Sri_Lanka	Rhinophis	homolepis
Naja_kaouthia	1831	India	India	Naja	kaouthia
Pseudotyphlops_philippinus	1832	India	Sri_Lanka	Pseudotyphlops	philippinus
Platyceps_ventromaculatus	1834	India	India	Platyceps	ventromaculatus
Ceratophora_stoddartii	1834	India	Sri_Lanka	Ceratophora	stoddartii
Hemidactylus_maculatus	1836	India	India	Hemidactylus	maculatus
Ophiophagus_hannah	1836	India	India	Ophiophagus	hannah
Hemidactylus_leschenaultii	1836	India	Sri_Lanka	Hemidactylus	leschenaultii
Spalerosophis_diadema	1837	India	India	Spalerosophis	diadema
Oligodon_cyclurus	1839	India	Bangladesh	Oligodon	cyclurus
Ristella_rurkii	1839	India	India	Ristella	rurkii
Eutropis_bibronii	1839	India	India	Eutropis	bibronii
Pareas_monticola	1839	India	India	Pareas	monticola
Cryptelytrops_erythrurus	1839	India	India	Cryptelytrops	erythrurus
Protobothrops_mucrosquamatus	1839	India	India	Protobothrops	mucrosquamatus
Bungarus_bungaroides	1839	India	India	Bungarus	bungaroides
Trachischium_monticola	1839	India	India	Trachischium	monticola
Otocryptis_wiegmanni	1839	India	Sri_Lanka	Otocryptis	wiegmanni
Hemidactylus_depressus	1842	India	Sri_Lanka	Hemidactylus	depressus
Sinomicrurus_macclellandi	1844	India	India	Sinomicrurus	macclellandi
Ophisaurus_gracilis	1845	India	India	Ophisaurus	gracilis
Calotes_emma	1845	India	India	Calotes	emma
Salea_horsfieldii	1845	India	India	Salea	horsfieldii
Lygosoma_albopunctata	1846	India	India	Lygosoma	albopunctata
Hypnale_zara	1849	India	Sri_Lanka	Hypnale	zara
Hydrophis_lapemoides	1849	India	Sri_Lanka	Hydrophis	lapemoides
Cnemaspis_kandiana	1852	India	Sri_Lanka	Cnemaspis	kandiana
Eutropis_macularia	1853	India	Bangladesh	Eutropis	macularia
Japalura_tricarinata	1853	India	India	Japalura	tricarinata
Oligodon_taeniolatus	1853	India	India	Oligodon	taeniolatus
Rhadinophis_frenatum	1853	India	India	Rhadinophis	frenatum
Rhinophis_blythii	1853	India	Sri_Lanka	Rhinophis	blythii
Salea_kakhienensis	1854	India	India	Salea	kakhienensis
Trimeresurus_malabaricus	1854	India	India	Trimeresurus	malabaricus
Sibynophis_subpunctatus	1854	India	India	Sibynophis	subpunctatus
Rhadinophis_prasina	1854	India	India	Rhadinophis	prasina
Boiga_forsteni	1854	India	India*	Boiga	forsteni
Ahaetulla_pulverulenta	1854	India	Sri_Lanka	Ahaetulla	pulverulenta
Oligodon_sublineatus	1854	India	Sri_Lanka	Oligodon	sublineatus
Pseudoxenodon_macrops	1855	India	India	Pseudoxenodon	macrops
Uropeltis_melanogaster	1858	India	Sri_Lanka	Uropeltis	melanogaster
Boiga_ceylonensis	1858	India	Sri_Lanka	Boiga	ceylonensis
Balanophis_ceylonensis	1858	India	Sri_Lanka	Balanophis	ceylonensis
Haplocercus_ceylonensis	1858	India	Sri_Lanka	Haplocercus	ceylonensis
Coryphophylax_subcristatus	1860	India	India	Coryphophylax	subcristatus
Lankascincus_fallax	1860	India	Sri_Lanka	Lankascincus	fallax
Calotes_nigrilabris	1860	India	Sri_Lanka	Calotes	nigrilabris
Typhlops_mirus	1860	India	Sri_Lanka	Typhlops	mirus
Aspidura_trachyprocta	1860	India	Sri_Lanka	Aspidura	trachyprocta
Cophotis_ceylanica	1861	India	Sri_Lanka	Cophotis	ceylanica
Ptyctolaemus_gularis	1864	India	Bangladesh	Ptyctolaemus	gularis
Acanthodactylus_cantoris	1864	India	India	Acanthodactylus	cantoris
Typhlops_pammeces	1864	India	India	Typhlops	pammeces
Oligodon_cinereus	1864	India	India	Oligodon	cinereus
Geckoella_triedrus	1864	India	Sri_Lanka	Geckoella	triedrus
Ceratophora_aspera	1864	India	Sri_Lanka	Ceratophora	aspera
Bungarus_ceylonicus	1864	India	Sri_Lanka	Bungarus	ceylonicus
Dendrelaphis_caudolineolatus	1869	India	Sri_Lanka	Dendrelaphis	caudolineolatus
Dendrelaphis_caudolineatus	1869	India	Sri_Lanka	Dendrelaphis	caudolineatus
Boiga_barnesii	1869	India	Sri_Lanka	Boiga	barnesii
Hemiphyllodactylus_aurantiacus	1870	India	India	Hemiphyllodactylus	aurantiacus
Hemidactylus_gracilis	1870	India	India	Hemidactylus	gracilis
Hemidactylus_reticulatus	1870	India	india	Hemidactylus	reticulatus
Calodactylodes_aureus	1870	India	India	Calodactylodes	aureus
Hemidactylus_giganteus	1871	India	India	Hemidactylus	giganteus
Melanophidium_punctatum	1871	India	India	Melanophidium	punctatum
Calotes_liocephalus	1872	India	Sri_Lanka	Calotes	liocephalus
Uropeltis_liura	1875	India	India	Uropeltis	liura
Protobothrops_jerdonii	1875	India	India	Protobothrops	jerdonii
Aspidura_guentheri	1876	India	Sri_Lanka	Aspidura	guentheri
Eutropis_beddomii	1879	India	India	Eutropis	beddomii
Cnemaspis_tropidogaster	1885	India	Sri_Lanka	Cnemaspis	tropidogaster
Calotes_liolepis	1885	India	Sri_Lanka	Calotes	liolepis
Calotes_ceylonensis	1887	India	Sri_Lanka	Calotes	ceylonensis
